image_id,image_path,macro_stage,parent_image_id,field_id,capture_session,country,cover,panicle_frac,senescent_frac,review_flag,source,split
21JSsub_14_subset_overlap_3_1,segmentation/China/JS_2/rgb/21JSsub_14_subset_overlap_3_1.jpg,establishment,China/JS_2/21JSsub_14,riceseg:China/JS_2/21JSsub_14,China/JS_2,China,0.264,0.0,0.0,1,riceseg,unassigned
21JSsub_14_subset_overlap_4_0,segmentation/China/JS_2/rgb/21JSsub_14_subset_overlap_4_0.jpg,tillering,China/JS_2/21JSsub_14,riceseg:China/JS_2/21JSsub_14,China/JS_2,China,0.4851,0.0,0.0,1,riceseg,unassigned
21JSsub_15_subset_overlap_2_2,segmentation/China/JS_2/rgb/21JSsub_15_subset_overlap_2_2.jpg,stem_booting,China/JS_2/21JSsub_15,riceseg:China/JS_2/21JSsub_15,China/JS_2,China,0.5841,0.0,0.018,0,riceseg,unassigned
21JSsub_15_subset_overlap_3_5,segmentation/China/JS_2/rgb/21JSsub_15_subset_overlap_3_5.jpg,tillering,China/JS_2/21JSsub_15,riceseg:China/JS_2/21JSsub_15,China/JS_2,China,0.4102,0.0,0.0,0,riceseg,unassigned
21JSsub_15_subset_overlap_4_0,segmentation/China/JS_2/rgb/21JSsub_15_subset_overlap_4_0.jpg,stem_booting,China/JS_2/21JSsub_15,riceseg:China/JS_2/21JSsub_15,China/JS_2,China,0.7771,0.0,0.0,0,riceseg,unassigned
21JSsub_3_subset_overlap_0_6,segmentation/China/JS_2/rgb/21JSsub_3_subset_overlap_0_6.jpg,stem_booting,China/JS_2/21JSsub_3,riceseg:China/JS_2/21JSsub_3,China/JS_2,China,0.6676,0.0,0.0052,0,riceseg,unassigned
21JSsub_4_subset_overlap_2_6,segmentation/China/JS_2/rgb/21JSsub_4_subset_overlap_2_6.jpg,tillering,China/JS_2/21JSsub_4,riceseg:China/JS_2/21JSsub_4,China/JS_2,China,0.3484,0.0,0.0,1,riceseg,unassigned
21JSsub_5_subset_overlap_0_4,segmentation/China/JS_2/rgb/21JSsub_5_subset_overlap_0_4.jpg,stem_booting,China/JS_2/21JSsub_5,riceseg:China/JS_2/21JSsub_5,China/JS_2,China,0.7881,0.0,0.0,0,riceseg,unassigned
21JSsub_5_subset_overlap_1_4,segmentation/China/JS_2/rgb/21JSsub_5_subset_overlap_1_4.jpg,stem_booting,China/JS_2/21JSsub_5,riceseg:China/JS_2/21JSsub_5,China/JS_2,China,0.6635,0.0,0.0,0,riceseg,unassigned
21JSsub_5_subset_overlap_2_6,segmentation/China/JS_2/rgb/21JSsub_5_subset_overlap_2_6.jpg,tillering,China/JS_2/21JSsub_5,riceseg:China/JS_2/21JSsub_5,China/JS_2,China,0.4735,0.0,0.0017,1,riceseg,unassigned
21JSsub_7_subset_overlap_5_2,segmentation/China/JS_2/rgb/21JSsub_7_subset_overlap_5_2.jpg,tillering,China/JS_2/21JSsub_7,riceseg:China/JS_2/21JSsub_7,China/JS_2,China,0.4216,0.0,0.0,0,riceseg,unassigned
21JSsub_8_subset_overlap_4_3,segmentation/China/JS_2/rgb/21JSsub_8_subset_overlap_4_3.jpg,tillering,China/JS_2/21JSsub_8,riceseg:China/JS_2/21JSsub_8,China/JS_2,China,0.4697,0.0,0.0,1,riceseg,unassigned
21JSsub_9_subset_overlap_3_0,segmentation/China/JS_2/rgb/21JSsub_9_subset_overlap_3_0.jpg,tillering,China/JS_2/21JSsub_9,riceseg:China/JS_2/21JSsub_9,China/JS_2,China,0.4327,0.0,0.0,0,riceseg,unassigned
23JSIMG_9318_subset_overlap_0_0,segmentation/China/JS_3/rgb/23JSIMG_9318_subset_overlap_0_0.jpg,stem_booting,China/JS_3/23JSIMG_9318,riceseg:China/JS_3/23JSIMG_9318,China/JS_3,China,0.9688,0.0,0.0,0,riceseg,unassigned
23JSIMG_9318_subset_overlap_0_3,segmentation/China/JS_3/rgb/23JSIMG_9318_subset_overlap_0_3.jpg,stem_booting,China/JS_3/23JSIMG_9318,riceseg:China/JS_3/23JSIMG_9318,China/JS_3,China,1.0,0.0,0.0,0,riceseg,unassigned
23JSIMG_9318_subset_overlap_0_4,segmentation/China/JS_3/rgb/23JSIMG_9318_subset_overlap_0_4.jpg,stem_booting,China/JS_3/23JSIMG_9318,riceseg:China/JS_3/23JSIMG_9318,China/JS_3,China,0.9999,0.0,0.0,0,riceseg,unassigned
23JSIMG_9318_subset_overlap_1_3,segmentation/China/JS_3/rgb/23JSIMG_9318_subset_overlap_1_3.jpg,stem_booting,China/JS_3/23JSIMG_9318,riceseg:China/JS_3/23JSIMG_9318,China/JS_3,China,0.9854,0.0,0.0,0,riceseg,unassigned
23JSIMG_9318_subset_overlap_1_5,segmentation/China/JS_3/rgb/23JSIMG_9318_subset_overlap_1_5.jpg,stem_booting,China/JS_3/23JSIMG_9318,riceseg:China/JS_3/23JSIMG_9318,China/JS_3,China,0.9997,0.0,0.0,0,riceseg,unassigned
23JSIMG_9318_subset_overlap_2_2,segmentation/China/JS_3/rgb/23JSIMG_9318_subset_overlap_2_2.jpg,stem_booting,China/JS_3/23JSIMG_9318,riceseg:China/JS_3/23JSIMG_9318,China/JS_3,China,0.5606,0.0,0.0,0,riceseg,unassigned
23JSIMG_9318_subset_overlap_2_5,segmentation/China/JS_3/rgb/23JSIMG_9318_subset_overlap_2_5.jpg,stem_booting,China/JS_3/23JSIMG_9318,riceseg:China/JS_3/23JSIMG_9318,China/JS_3,China,0.811,0.0,0.0,0,riceseg,unassigned
23JSIMG_9318_subset_overlap_2_6,segmentation/China/JS_3/rgb/23JSIMG_9318_subset_overlap_2_6.jpg,establishment,China/JS_3/23JSIMG_9318,riceseg:China/JS_3/23JSIMG_9318,China/JS_3,China,0.138,0.0,0.0,0,riceseg,unassigned
23JSIMG_9318_subset_overlap_3_0,segmentation/China/JS_3/rgb/23JSIMG_9318_subset_overlap_3_0.jpg,stem_booting,China/JS_3/23JSIMG_9318,riceseg:China/JS_3/23JSIMG_9318,China/JS_3,China,1.0,0.0,0.0,0,riceseg,unassigned
23JSIMG_9318_subset_overlap_3_1,segmentation/China/JS_3/rgb/23JSIMG_9318_subset_overlap_3_1.jpg,establishment,China/JS_3/23JSIMG_9318,riceseg:China/JS_3/23JSIMG_9318,China/JS_3,China,0.2374,0.0,0.0,0,riceseg,unassigned
23JSIMG_9318_subset_overlap_4_1,segmentation/China/JS_3/rgb/23JSIMG_9318_subset_overlap_4_1.jpg,establishment,China/JS_3/23JSIMG_9318,riceseg:China/JS_3/23JSIMG_9318,China/JS_3,China,0.2734,0.0,0.0,1,riceseg,unassigned
23JSIMG_9319_subset_overlap_0_2,segmentation/China/JS_3/rgb/23JSIMG_9319_subset_overlap_0_2.jpg,stem_booting,China/JS_3/23JSIMG_9319,riceseg:China/JS_3/23JSIMG_9319,China/JS_3,China,0.998,0.0,0.0,0,riceseg,unassigned
23JSIMG_9319_subset_overlap_0_5,segmentation/China/JS_3/rgb/23JSIMG_9319_subset_overlap_0_5.jpg,stem_booting,China/JS_3/23JSIMG_9319,riceseg:China/JS_3/23JSIMG_9319,China/JS_3,China,1.0,0.0,0.0,0,riceseg,unassigned
23JSIMG_9319_subset_overlap_4_3,segmentation/China/JS_3/rgb/23JSIMG_9319_subset_overlap_4_3.jpg,stem_booting,China/JS_3/23JSIMG_9319,riceseg:China/JS_3/23JSIMG_9319,China/JS_3,China,0.882,0.0,0.0,0,riceseg,unassigned
23JSIMG_9320_subset_overlap_3_3,segmentation/China/JS_3/rgb/23JSIMG_9320_subset_overlap_3_3.jpg,stem_booting,China/JS_3/23JSIMG_9320,riceseg:China/JS_3/23JSIMG_9320,China/JS_3,China,0.6756,0.0,0.0,0,riceseg,unassigned
23JSIMG_9320_subset_overlap_3_6,segmentation/China/JS_3/rgb/23JSIMG_9320_subset_overlap_3_6.jpg,stem_booting,China/JS_3/23JSIMG_9320,riceseg:China/JS_3/23JSIMG_9320,China/JS_3,China,1.0,0.0,0.0,0,riceseg,unassigned
23JSIMG_9321_subset_overlap_3_6,segmentation/China/JS_3/rgb/23JSIMG_9321_subset_overlap_3_6.jpg,tillering,China/JS_3/23JSIMG_9321,riceseg:China/JS_3/23JSIMG_9321,China/JS_3,China,0.4055,0.0,0.0,0,riceseg,unassigned
23JSIMG_9324_subset_overlap_0_2,segmentation/China/JS_3/rgb/23JSIMG_9324_subset_overlap_0_2.jpg,stem_booting,China/JS_3/23JSIMG_9324,riceseg:China/JS_3/23JSIMG_9324,China/JS_3,China,0.6121,0.0,0.0,0,riceseg,unassigned
23JSIMG_9324_subset_overlap_1_1,segmentation/China/JS_3/rgb/23JSIMG_9324_subset_overlap_1_1.jpg,stem_booting,China/JS_3/23JSIMG_9324,riceseg:China/JS_3/23JSIMG_9324,China/JS_3,China,0.7838,0.0,0.0454,0,riceseg,unassigned
23JSIMG_9324_subset_overlap_4_5,segmentation/China/JS_3/rgb/23JSIMG_9324_subset_overlap_4_5.jpg,establishment,China/JS_3/23JSIMG_9324,riceseg:China/JS_3/23JSIMG_9324,China/JS_3,China,0.3001,0.0,0.0647,1,riceseg,unassigned
23JSIMG_9325_subset_overlap_0_4,segmentation/China/JS_3/rgb/23JSIMG_9325_subset_overlap_0_4.jpg,stem_booting,China/JS_3/23JSIMG_9325,riceseg:China/JS_3/23JSIMG_9325,China/JS_3,China,0.8221,0.0,0.031,0,riceseg,unassigned
23JSIMG_9325_subset_overlap_1_1,segmentation/China/JS_3/rgb/23JSIMG_9325_subset_overlap_1_1.jpg,stem_booting,China/JS_3/23JSIMG_9325,riceseg:China/JS_3/23JSIMG_9325,China/JS_3,China,0.8805,0.0,0.0,0,riceseg,unassigned
23JSIMG_9326_subset_overlap_2_0,segmentation/China/JS_3/rgb/23JSIMG_9326_subset_overlap_2_0.jpg,stem_booting,China/JS_3/23JSIMG_9326,riceseg:China/JS_3/23JSIMG_9326,China/JS_3,China,0.8629,0.0,0.0,0,riceseg,unassigned
23JSIMG_9326_subset_overlap_3_2,segmentation/China/JS_3/rgb/23JSIMG_9326_subset_overlap_3_2.jpg,stem_booting,China/JS_3/23JSIMG_9326,riceseg:China/JS_3/23JSIMG_9326,China/JS_3,China,0.6713,0.0,0.0,0,riceseg,unassigned
23JSIMG_9326_subset_overlap_3_3,segmentation/China/JS_3/rgb/23JSIMG_9326_subset_overlap_3_3.jpg,stem_booting,China/JS_3/23JSIMG_9326,riceseg:China/JS_3/23JSIMG_9326,China/JS_3,China,0.9036,0.0,0.019,0,riceseg,unassigned
23JSIMG_9326_subset_overlap_3_5,segmentation/China/JS_3/rgb/23JSIMG_9326_subset_overlap_3_5.jpg,stem_booting,China/JS_3/23JSIMG_9326,riceseg:China/JS_3/23JSIMG_9326,China/JS_3,China,0.5446,0.0,0.0461,1,riceseg,unassigned
23JSIMG_9327_subset_overlap_1_0,segmentation/China/JS_3/rgb/23JSIMG_9327_subset_overlap_1_0.jpg,stem_booting,China/JS_3/23JSIMG_9327,riceseg:China/JS_3/23JSIMG_9327,China/JS_3,China,0.879,0.0,0.013,0,riceseg,unassigned
23JSIMG_9327_subset_overlap_2_1,segmentation/China/JS_3/rgb/23JSIMG_9327_subset_overlap_2_1.jpg,stem_booting,China/JS_3/23JSIMG_9327,riceseg:China/JS_3/23JSIMG_9327,China/JS_3,China,0.7812,0.0,0.0582,0,riceseg,unassigned
23JSIMG_9327_subset_overlap_3_2,segmentation/China/JS_3/rgb/23JSIMG_9327_subset_overlap_3_2.jpg,stem_booting,China/JS_3/23JSIMG_9327,riceseg:China/JS_3/23JSIMG_9327,China/JS_3,China,0.865,0.0,0.1006,0,riceseg,unassigned
23JSIMG_9330_subset_overlap_4_3,segmentation/China/JS_3/rgb/23JSIMG_9330_subset_overlap_4_3.jpg,stem_booting,China/JS_3/23JSIMG_9330,riceseg:China/JS_3/23JSIMG_9330,China/JS_3,China,0.556,0.0,0.0097,1,riceseg,unassigned
23JSIMG_9331_subset_overlap_3_6,segmentation/China/JS_3/rgb/23JSIMG_9331_subset_overlap_3_6.jpg,establishment,China/JS_3/23JSIMG_9331,riceseg:China/JS_3/23JSIMG_9331,China/JS_3,China,0.1784,0.0,0.0,0,riceseg,unassigned
23JSIMG_9332_subset_overlap_3_1,segmentation/China/JS_3/rgb/23JSIMG_9332_subset_overlap_3_1.jpg,stem_booting,China/JS_3/23JSIMG_9332,riceseg:China/JS_3/23JSIMG_9332,China/JS_3,China,0.918,0.0,0.0,0,riceseg,unassigned
23JSIMG_9332_subset_overlap_4_1,segmentation/China/JS_3/rgb/23JSIMG_9332_subset_overlap_4_1.jpg,stem_booting,China/JS_3/23JSIMG_9332,riceseg:China/JS_3/23JSIMG_9332,China/JS_3,China,0.9317,0.0,0.0,0,riceseg,unassigned
23JSIMG_9333_subset_overlap_4_2,segmentation/China/JS_3/rgb/23JSIMG_9333_subset_overlap_4_2.jpg,stem_booting,China/JS_3/23JSIMG_9333,riceseg:China/JS_3/23JSIMG_9333,China/JS_3,China,0.9634,0.0,0.0254,0,riceseg,unassigned
23JSIMG_9334_subset_overlap_2_3,segmentation/China/JS_3/rgb/23JSIMG_9334_subset_overlap_2_3.jpg,tillering,China/JS_3/23JSIMG_9334,riceseg:China/JS_3/23JSIMG_9334,China/JS_3,China,0.3416,0.0,0.0,1,riceseg,unassigned
23JSIMG_9334_subset_overlap_2_5,segmentation/China/JS_3/rgb/23JSIMG_9334_subset_overlap_2_5.jpg,stem_booting,China/JS_3/23JSIMG_9334,riceseg:China/JS_3/23JSIMG_9334,China/JS_3,China,0.5671,0.0,0.0,0,riceseg,unassigned
23JSIMG_9334_subset_overlap_3_5,segmentation/China/JS_3/rgb/23JSIMG_9334_subset_overlap_3_5.jpg,establishment,China/JS_3/23JSIMG_9334,riceseg:China/JS_3/23JSIMG_9334,China/JS_3,China,0.2142,0.0,0.0,0,riceseg,unassigned
23JSIMG_9335_subset_overlap_2_2,segmentation/China/JS_3/rgb/23JSIMG_9335_subset_overlap_2_2.jpg,establishment,China/JS_3/23JSIMG_9335,riceseg:China/JS_3/23JSIMG_9335,China/JS_3,China,0.1263,0.0,0.0,0,riceseg,unassigned
23JSIMG_9335_subset_overlap_2_3,segmentation/China/JS_3/rgb/23JSIMG_9335_subset_overlap_2_3.jpg,establishment,China/JS_3/23JSIMG_9335,riceseg:China/JS_3/23JSIMG_9335,China/JS_3,China,0.2946,0.0,0.0,1,riceseg,unassigned
23JSIMG_9338_subset_overlap_1_3,segmentation/China/JS_3/rgb/23JSIMG_9338_subset_overlap_1_3.jpg,establishment,China/JS_3/23JSIMG_9338,riceseg:China/JS_3/23JSIMG_9338,China/JS_3,China,0.3023,0.0,0.0171,1,riceseg,unassigned
23JSIMG_9338_subset_overlap_2_0,segmentation/China/JS_3/rgb/23JSIMG_9338_subset_overlap_2_0.jpg,tillering,China/JS_3/23JSIMG_9338,riceseg:China/JS_3/23JSIMG_9338,China/JS_3,China,0.4353,0.0,0.1312,0,riceseg,unassigned
23JSIMG_9338_subset_overlap_2_5,segmentation/China/JS_3/rgb/23JSIMG_9338_subset_overlap_2_5.jpg,establishment,China/JS_3/23JSIMG_9338,riceseg:China/JS_3/23JSIMG_9338,China/JS_3,China,0.2783,0.0,0.0,1,riceseg,unassigned
23JSIMG_9338_subset_overlap_3_3,segmentation/China/JS_3/rgb/23JSIMG_9338_subset_overlap_3_3.jpg,establishment,China/JS_3/23JSIMG_9338,riceseg:China/JS_3/23JSIMG_9338,China/JS_3,China,0.2562,0.0,0.0,0,riceseg,unassigned
23JSIMG_9338_subset_overlap_4_5,segmentation/China/JS_3/rgb/23JSIMG_9338_subset_overlap_4_5.jpg,establishment,China/JS_3/23JSIMG_9338,riceseg:China/JS_3/23JSIMG_9338,China/JS_3,China,0.201,0.0,0.1248,0,riceseg,unassigned
23JSIMG_9339_subset_overlap_0_4,segmentation/China/JS_3/rgb/23JSIMG_9339_subset_overlap_0_4.jpg,stem_booting,China/JS_3/23JSIMG_9339,riceseg:China/JS_3/23JSIMG_9339,China/JS_3,China,0.6881,0.0,0.0,0,riceseg,unassigned
23JSIMG_9339_subset_overlap_4_0,segmentation/China/JS_3/rgb/23JSIMG_9339_subset_overlap_4_0.jpg,stem_booting,China/JS_3/23JSIMG_9339,riceseg:China/JS_3/23JSIMG_9339,China/JS_3,China,0.8344,0.0,0.0,0,riceseg,unassigned
23JSIMG_9339_subset_overlap_4_1,segmentation/China/JS_3/rgb/23JSIMG_9339_subset_overlap_4_1.jpg,stem_booting,China/JS_3/23JSIMG_9339,riceseg:China/JS_3/23JSIMG_9339,China/JS_3,China,0.8073,0.0,0.0,0,riceseg,unassigned
23JSIMG_9339_subset_overlap_4_2,segmentation/China/JS_3/rgb/23JSIMG_9339_subset_overlap_4_2.jpg,tillering,China/JS_3/23JSIMG_9339,riceseg:China/JS_3/23JSIMG_9339,China/JS_3,China,0.4944,0.0,0.0,1,riceseg,unassigned
23JSIMG_9340_subset_overlap_0_3,segmentation/China/JS_3/rgb/23JSIMG_9340_subset_overlap_0_3.jpg,stem_booting,China/JS_3/23JSIMG_9340,riceseg:China/JS_3/23JSIMG_9340,China/JS_3,China,0.7403,0.0,0.0003,0,riceseg,unassigned
23JSIMG_9340_subset_overlap_0_4,segmentation/China/JS_3/rgb/23JSIMG_9340_subset_overlap_0_4.jpg,stem_booting,China/JS_3/23JSIMG_9340,riceseg:China/JS_3/23JSIMG_9340,China/JS_3,China,0.5315,0.0,0.0,1,riceseg,unassigned
23JSIMG_9340_subset_overlap_0_5,segmentation/China/JS_3/rgb/23JSIMG_9340_subset_overlap_0_5.jpg,tillering,China/JS_3/23JSIMG_9340,riceseg:China/JS_3/23JSIMG_9340,China/JS_3,China,0.4869,0.0,0.0,1,riceseg,unassigned
23JSIMG_9340_subset_overlap_2_0,segmentation/China/JS_3/rgb/23JSIMG_9340_subset_overlap_2_0.jpg,establishment,China/JS_3/23JSIMG_9340,riceseg:China/JS_3/23JSIMG_9340,China/JS_3,China,0.2445,0.0,0.0,0,riceseg,unassigned
23JSIMG_9340_subset_overlap_3_1,segmentation/China/JS_3/rgb/23JSIMG_9340_subset_overlap_3_1.jpg,tillering,China/JS_3/23JSIMG_9340,riceseg:China/JS_3/23JSIMG_9340,China/JS_3,China,0.3641,0.0,0.0,0,riceseg,unassigned
23JSIMG_9340_subset_overlap_3_2,segmentation/China/JS_3/rgb/23JSIMG_9340_subset_overlap_3_2.jpg,tillering,China/JS_3/23JSIMG_9340,riceseg:China/JS_3/23JSIMG_9340,China/JS_3,China,0.3846,0.0,0.0,0,riceseg,unassigned
23JSIMG_9340_subset_overlap_3_3,segmentation/China/JS_3/rgb/23JSIMG_9340_subset_overlap_3_3.jpg,stem_booting,China/JS_3/23JSIMG_9340,riceseg:China/JS_3/23JSIMG_9340,China/JS_3,China,0.6649,0.0,0.0,0,riceseg,unassigned
23JSIMG_9340_subset_overlap_3_4,segmentation/China/JS_3/rgb/23JSIMG_9340_subset_overlap_3_4.jpg,stem_booting,China/JS_3/23JSIMG_9340,riceseg:China/JS_3/23JSIMG_9340,China/JS_3,China,0.825,0.0,0.0,0,riceseg,unassigned
23JSIMG_9340_subset_overlap_3_5,segmentation/China/JS_3/rgb/23JSIMG_9340_subset_overlap_3_5.jpg,stem_booting,China/JS_3/23JSIMG_9340,riceseg:China/JS_3/23JSIMG_9340,China/JS_3,China,0.8181,0.0,0.0,0,riceseg,unassigned
23JSIMG_9340_subset_overlap_3_6,segmentation/China/JS_3/rgb/23JSIMG_9340_subset_overlap_3_6.jpg,establishment,China/JS_3/23JSIMG_9340,riceseg:China/JS_3/23JSIMG_9340,China/JS_3,China,0.2675,0.0,0.0,1,riceseg,unassigned
23JSIMG_9635_subset_overlap_0_1,segmentation/China/JS_3/rgb/23JSIMG_9635_subset_overlap_0_1.jpg,reproductive,China/JS_3/23JSIMG_9635,riceseg:China/JS_3/23JSIMG_9635,China/JS_3,China,1.0,0.0892,0.0,0,riceseg,unassigned
23JSIMG_9635_subset_overlap_1_1,segmentation/China/JS_3/rgb/23JSIMG_9635_subset_overlap_1_1.jpg,stem_booting,China/JS_3/23JSIMG_9635,riceseg:China/JS_3/23JSIMG_9635,China/JS_3,China,0.9379,0.0,0.0,0,riceseg,unassigned
23JSIMG_9635_subset_overlap_2_4,segmentation/China/JS_3/rgb/23JSIMG_9635_subset_overlap_2_4.jpg,reproductive,China/JS_3/23JSIMG_9635,riceseg:China/JS_3/23JSIMG_9635,China/JS_3,China,0.6792,0.159,0.0,0,riceseg,unassigned
23JSIMG_9635_subset_overlap_3_4,segmentation/China/JS_3/rgb/23JSIMG_9635_subset_overlap_3_4.jpg,reproductive,China/JS_3/23JSIMG_9635,riceseg:China/JS_3/23JSIMG_9635,China/JS_3,China,0.8881,0.2402,0.0,0,riceseg,unassigned
10_subset_overlap_0_0,segmentation/China/JS_4/rgb/10_subset_overlap_0_0.jpg,ripening,China/JS_4/10,riceseg:China/JS_4/10,China/JS_4,China,0.8827,0.295,0.7807,0,riceseg,unassigned
10_subset_overlap_0_1,segmentation/China/JS_4/rgb/10_subset_overlap_0_1.jpg,ripening,China/JS_4/10,riceseg:China/JS_4/10,China/JS_4,China,0.8896,0.2378,0.8581,0,riceseg,unassigned
10_subset_overlap_1_0,segmentation/China/JS_4/rgb/10_subset_overlap_1_0.jpg,ripening,China/JS_4/10,riceseg:China/JS_4/10,China/JS_4,China,0.9316,0.3179,0.5329,0,riceseg,unassigned
10_subset_overlap_1_1,segmentation/China/JS_4/rgb/10_subset_overlap_1_1.jpg,ripening,China/JS_4/10,riceseg:China/JS_4/10,China/JS_4,China,0.9197,0.278,0.5025,0,riceseg,unassigned
11_subset_overlap_0_0,segmentation/China/JS_4/rgb/11_subset_overlap_0_0.jpg,grain_filling,China/JS_4/11,riceseg:China/JS_4/11,China/JS_4,China,0.9591,0.1292,0.141,0,riceseg,unassigned
11_subset_overlap_0_1,segmentation/China/JS_4/rgb/11_subset_overlap_0_1.jpg,ripening,China/JS_4/11,riceseg:China/JS_4/11,China/JS_4,China,0.9065,0.1861,0.276,0,riceseg,unassigned
11_subset_overlap_1_0,segmentation/China/JS_4/rgb/11_subset_overlap_1_0.jpg,ripening,China/JS_4/11,riceseg:China/JS_4/11,China/JS_4,China,0.8223,0.0735,0.487,0,riceseg,unassigned
11_subset_overlap_1_1,segmentation/China/JS_4/rgb/11_subset_overlap_1_1.jpg,ripening,China/JS_4/11,riceseg:China/JS_4/11,China/JS_4,China,0.8854,0.0829,0.4847,0,riceseg,unassigned
12_subset_overlap_0_0,segmentation/China/JS_4/rgb/12_subset_overlap_0_0.jpg,ripening,China/JS_4/12,riceseg:China/JS_4/12,China/JS_4,China,0.9025,0.2278,0.2104,1,riceseg,unassigned
12_subset_overlap_0_1,segmentation/China/JS_4/rgb/12_subset_overlap_0_1.jpg,grain_filling,China/JS_4/12,riceseg:China/JS_4/12,China/JS_4,China,0.8504,0.3026,0.1377,0,riceseg,unassigned
12_subset_overlap_1_0,segmentation/China/JS_4/rgb/12_subset_overlap_1_0.jpg,ripening,China/JS_4/12,riceseg:China/JS_4/12,China/JS_4,China,0.8755,0.3091,0.309,0,riceseg,unassigned
12_subset_overlap_1_1,segmentation/China/JS_4/rgb/12_subset_overlap_1_1.jpg,ripening,China/JS_4/12,riceseg:China/JS_4/12,China/JS_4,China,0.7124,0.236,0.2609,0,riceseg,unassigned
13_subset_overlap_0_0,segmentation/China/JS_4/rgb/13_subset_overlap_0_0.jpg,ripening,China/JS_4/13,riceseg:China/JS_4/13,China/JS_4,China,0.8432,0.1147,0.9679,0,riceseg,unassigned
13_subset_overlap_0_1,segmentation/China/JS_4/rgb/13_subset_overlap_0_1.jpg,ripening,China/JS_4/13,riceseg:China/JS_4/13,China/JS_4,China,0.7644,0.0677,0.9287,0,riceseg,unassigned
13_subset_overlap_1_0,segmentation/China/JS_4/rgb/13_subset_overlap_1_0.jpg,ripening,China/JS_4/13,riceseg:China/JS_4/13,China/JS_4,China,0.7716,0.0847,0.9247,0,riceseg,unassigned
13_subset_overlap_1_1,segmentation/China/JS_4/rgb/13_subset_overlap_1_1.jpg,ripening,China/JS_4/13,riceseg:China/JS_4/13,China/JS_4,China,0.8353,0.1185,0.9054,0,riceseg,unassigned
14_subset_overlap_0_0,segmentation/China/JS_4/rgb/14_subset_overlap_0_0.jpg,ripening,China/JS_4/14,riceseg:China/JS_4/14,China/JS_4,China,0.8443,0.0632,0.6788,0,riceseg,unassigned
14_subset_overlap_0_1,segmentation/China/JS_4/rgb/14_subset_overlap_0_1.jpg,ripening,China/JS_4/14,riceseg:China/JS_4/14,China/JS_4,China,0.8422,0.2439,0.6398,0,riceseg,unassigned
14_subset_overlap_1_0,segmentation/China/JS_4/rgb/14_subset_overlap_1_0.jpg,ripening,China/JS_4/14,riceseg:China/JS_4/14,China/JS_4,China,0.8564,0.1718,0.4648,0,riceseg,unassigned
14_subset_overlap_1_1,segmentation/China/JS_4/rgb/14_subset_overlap_1_1.jpg,grain_filling,China/JS_4/14,riceseg:China/JS_4/14,China/JS_4,China,0.7194,0.1859,0.1619,1,riceseg,unassigned
15_subset_overlap_0_0,segmentation/China/JS_4/rgb/15_subset_overlap_0_0.jpg,ripening,China/JS_4/15,riceseg:China/JS_4/15,China/JS_4,China,0.9957,0.3187,0.5902,0,riceseg,unassigned
15_subset_overlap_0_1,segmentation/China/JS_4/rgb/15_subset_overlap_0_1.jpg,ripening,China/JS_4/15,riceseg:China/JS_4/15,China/JS_4,China,0.9919,0.3117,0.5297,0,riceseg,unassigned
15_subset_overlap_1_0,segmentation/China/JS_4/rgb/15_subset_overlap_1_0.jpg,ripening,China/JS_4/15,riceseg:China/JS_4/15,China/JS_4,China,0.9423,0.3113,0.3928,0,riceseg,unassigned
15_subset_overlap_1_1,segmentation/China/JS_4/rgb/15_subset_overlap_1_1.jpg,ripening,China/JS_4/15,riceseg:China/JS_4/15,China/JS_4,China,0.9386,0.1905,0.3849,0,riceseg,unassigned
16_subset_overlap_0_0,segmentation/China/JS_4/rgb/16_subset_overlap_0_0.jpg,ripening,China/JS_4/16,riceseg:China/JS_4/16,China/JS_4,China,0.987,0.2647,0.4703,0,riceseg,unassigned
16_subset_overlap_0_1,segmentation/China/JS_4/rgb/16_subset_overlap_0_1.jpg,ripening,China/JS_4/16,riceseg:China/JS_4/16,China/JS_4,China,0.9819,0.3388,0.5077,0,riceseg,unassigned
16_subset_overlap_1_0,segmentation/China/JS_4/rgb/16_subset_overlap_1_0.jpg,ripening,China/JS_4/16,riceseg:China/JS_4/16,China/JS_4,China,0.9242,0.2993,0.3513,0,riceseg,unassigned
16_subset_overlap_1_1,segmentation/China/JS_4/rgb/16_subset_overlap_1_1.jpg,ripening,China/JS_4/16,riceseg:China/JS_4/16,China/JS_4,China,0.9171,0.3329,0.4435,0,riceseg,unassigned
17_subset_overlap_0_0,segmentation/China/JS_4/rgb/17_subset_overlap_0_0.jpg,ripening,China/JS_4/17,riceseg:China/JS_4/17,China/JS_4,China,0.9485,0.2783,0.4024,0,riceseg,unassigned
17_subset_overlap_0_1,segmentation/China/JS_4/rgb/17_subset_overlap_0_1.jpg,ripening,China/JS_4/17,riceseg:China/JS_4/17,China/JS_4,China,0.9027,0.2463,0.6885,0,riceseg,unassigned
17_subset_overlap_1_0,segmentation/China/JS_4/rgb/17_subset_overlap_1_0.jpg,ripening,China/JS_4/17,riceseg:China/JS_4/17,China/JS_4,China,0.9821,0.0717,0.5724,0,riceseg,unassigned
17_subset_overlap_1_1,segmentation/China/JS_4/rgb/17_subset_overlap_1_1.jpg,ripening,China/JS_4/17,riceseg:China/JS_4/17,China/JS_4,China,0.9596,0.2783,0.3988,0,riceseg,unassigned
