image_id,image_path,parent_image_id,field_id,capture_session,capture_date,season,variety,days_after_sowing,bbch_code,macro_stage,source,license,annotator_1,annotator_2,adjudicated_label,split
05231_subset_overlap_0_1,02_tillering/05231_subset_overlap_0_1.jpg,tillering:unknown:05231,tillering:unknown:05231,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
05231_subset_overlap_1_0,02_tillering/05231_subset_overlap_1_0.jpg,tillering:unknown:05231,tillering:unknown:05231,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
05231_subset_overlap_1_1,02_tillering/05231_subset_overlap_1_1.jpg,tillering:unknown:05231,tillering:unknown:05231,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
05242_subset_overlap_0_0,02_tillering/05242_subset_overlap_0_0.jpg,tillering:unknown:05242,tillering:unknown:05242,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05242_subset_overlap_0_1,02_tillering/05242_subset_overlap_0_1.jpg,tillering:unknown:05242,tillering:unknown:05242,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05242_subset_overlap_1_0,02_tillering/05242_subset_overlap_1_0.jpg,tillering:unknown:05242,tillering:unknown:05242,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05242_subset_overlap_1_1,02_tillering/05242_subset_overlap_1_1.jpg,tillering:unknown:05242,tillering:unknown:05242,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05253_subset_overlap_0_0,02_tillering/05253_subset_overlap_0_0.jpg,tillering:unknown:05253,tillering:unknown:05253,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05253_subset_overlap_0_1,02_tillering/05253_subset_overlap_0_1.jpg,tillering:unknown:05253,tillering:unknown:05253,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05253_subset_overlap_1_0,02_tillering/05253_subset_overlap_1_0.jpg,tillering:unknown:05253,tillering:unknown:05253,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05253_subset_overlap_1_1,02_tillering/05253_subset_overlap_1_1.jpg,tillering:unknown:05253,tillering:unknown:05253,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05302_subset_overlap_0_0,02_tillering/05302_subset_overlap_0_0.jpg,tillering:unknown:05302,tillering:unknown:05302,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05302_subset_overlap_0_1,02_tillering/05302_subset_overlap_0_1.jpg,tillering:unknown:05302,tillering:unknown:05302,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05302_subset_overlap_1_0,02_tillering/05302_subset_overlap_1_0.jpg,tillering:unknown:05302,tillering:unknown:05302,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05302_subset_overlap_1_1,02_tillering/05302_subset_overlap_1_1.jpg,tillering:unknown:05302,tillering:unknown:05302,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05313_subset_overlap_0_0,02_tillering/05313_subset_overlap_0_0.jpg,tillering:unknown:05313,tillering:unknown:05313,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05313_subset_overlap_0_1,02_tillering/05313_subset_overlap_0_1.jpg,tillering:unknown:05313,tillering:unknown:05313,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05313_subset_overlap_1_0,02_tillering/05313_subset_overlap_1_0.jpg,tillering:unknown:05313,tillering:unknown:05313,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05313_subset_overlap_1_1,02_tillering/05313_subset_overlap_1_1.jpg,tillering:unknown:05313,tillering:unknown:05313,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05324_subset_overlap_0_0,02_tillering/05324_subset_overlap_0_0.jpg,tillering:unknown:05324,tillering:unknown:05324,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
05324_subset_overlap_0_1,02_tillering/05324_subset_overlap_0_1.jpg,tillering:unknown:05324,tillering:unknown:05324,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
05324_subset_overlap_1_0,02_tillering/05324_subset_overlap_1_0.jpg,tillering:unknown:05324,tillering:unknown:05324,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
05324_subset_overlap_1_1,02_tillering/05324_subset_overlap_1_1.jpg,tillering:unknown:05324,tillering:unknown:05324,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
05452_subset_overlap_0_0,02_tillering/05452_subset_overlap_0_0.jpg,tillering:unknown:05452,tillering:unknown:05452,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05452_subset_overlap_0_1,02_tillering/05452_subset_overlap_0_1.jpg,tillering:unknown:05452,tillering:unknown:05452,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05452_subset_overlap_1_0,02_tillering/05452_subset_overlap_1_0.jpg,tillering:unknown:05452,tillering:unknown:05452,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
05452_subset_overlap_1_1,02_tillering/05452_subset_overlap_1_1.jpg,tillering:unknown:05452,tillering:unknown:05452,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
07994_subset_overlap_0_0,02_tillering/07994_subset_overlap_0_0.jpg,tillering:unknown:07994,tillering:unknown:07994,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
07994_subset_overlap_0_1,02_tillering/07994_subset_overlap_0_1.jpg,tillering:unknown:07994,tillering:unknown:07994,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
07994_subset_overlap_1_0,02_tillering/07994_subset_overlap_1_0.jpg,tillering:unknown:07994,tillering:unknown:07994,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
07994_subset_overlap_1_1,02_tillering/07994_subset_overlap_1_1.jpg,tillering:unknown:07994,tillering:unknown:07994,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08005_subset_overlap_0_0,02_tillering/08005_subset_overlap_0_0.jpg,tillering:unknown:08005,tillering:unknown:08005,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08005_subset_overlap_0_1,02_tillering/08005_subset_overlap_0_1.jpg,tillering:unknown:08005,tillering:unknown:08005,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08005_subset_overlap_1_0,02_tillering/08005_subset_overlap_1_0.jpg,tillering:unknown:08005,tillering:unknown:08005,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08005_subset_overlap_1_1,02_tillering/08005_subset_overlap_1_1.jpg,tillering:unknown:08005,tillering:unknown:08005,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08021_subset_overlap_0_0,02_tillering/08021_subset_overlap_0_0.jpg,tillering:unknown:08021,tillering:unknown:08021,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08021_subset_overlap_0_1,02_tillering/08021_subset_overlap_0_1.jpg,tillering:unknown:08021,tillering:unknown:08021,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08021_subset_overlap_1_0,02_tillering/08021_subset_overlap_1_0.jpg,tillering:unknown:08021,tillering:unknown:08021,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08021_subset_overlap_1_1,02_tillering/08021_subset_overlap_1_1.jpg,tillering:unknown:08021,tillering:unknown:08021,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08032_subset_overlap_0_0,02_tillering/08032_subset_overlap_0_0.jpg,tillering:unknown:08032,tillering:unknown:08032,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08032_subset_overlap_0_1,02_tillering/08032_subset_overlap_0_1.jpg,tillering:unknown:08032,tillering:unknown:08032,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08032_subset_overlap_1_0,02_tillering/08032_subset_overlap_1_0.jpg,tillering:unknown:08032,tillering:unknown:08032,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08032_subset_overlap_1_1,02_tillering/08032_subset_overlap_1_1.jpg,tillering:unknown:08032,tillering:unknown:08032,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08043_subset_overlap_0_0,02_tillering/08043_subset_overlap_0_0.jpg,tillering:unknown:08043,tillering:unknown:08043,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08043_subset_overlap_0_1,02_tillering/08043_subset_overlap_0_1.jpg,tillering:unknown:08043,tillering:unknown:08043,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08043_subset_overlap_1_0,02_tillering/08043_subset_overlap_1_0.jpg,tillering:unknown:08043,tillering:unknown:08043,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08043_subset_overlap_1_1,02_tillering/08043_subset_overlap_1_1.jpg,tillering:unknown:08043,tillering:unknown:08043,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08054_subset_overlap_0_0,02_tillering/08054_subset_overlap_0_0.jpg,tillering:unknown:08054,tillering:unknown:08054,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08054_subset_overlap_0_1,02_tillering/08054_subset_overlap_0_1.jpg,tillering:unknown:08054,tillering:unknown:08054,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08054_subset_overlap_1_0,02_tillering/08054_subset_overlap_1_0.jpg,tillering:unknown:08054,tillering:unknown:08054,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08054_subset_overlap_1_1,02_tillering/08054_subset_overlap_1_1.jpg,tillering:unknown:08054,tillering:unknown:08054,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08065_subset_overlap_0_0,02_tillering/08065_subset_overlap_0_0.jpg,tillering:unknown:08065,tillering:unknown:08065,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08065_subset_overlap_0_1,02_tillering/08065_subset_overlap_0_1.jpg,tillering:unknown:08065,tillering:unknown:08065,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08065_subset_overlap_1_0,02_tillering/08065_subset_overlap_1_0.jpg,tillering:unknown:08065,tillering:unknown:08065,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08065_subset_overlap_1_1,02_tillering/08065_subset_overlap_1_1.jpg,tillering:unknown:08065,tillering:unknown:08065,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08081_subset_overlap_0_0,02_tillering/08081_subset_overlap_0_0.jpg,tillering:unknown:08081,tillering:unknown:08081,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08081_subset_overlap_0_1,02_tillering/08081_subset_overlap_0_1.jpg,tillering:unknown:08081,tillering:unknown:08081,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08081_subset_overlap_1_0,02_tillering/08081_subset_overlap_1_0.jpg,tillering:unknown:08081,tillering:unknown:08081,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08092_subset_overlap_0_0,02_tillering/08092_subset_overlap_0_0.jpg,tillering:unknown:08092,tillering:unknown:08092,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08092_subset_overlap_0_1,02_tillering/08092_subset_overlap_0_1.jpg,tillering:unknown:08092,tillering:unknown:08092,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08092_subset_overlap_1_0,02_tillering/08092_subset_overlap_1_0.jpg,tillering:unknown:08092,tillering:unknown:08092,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08103_subset_overlap_0_0,02_tillering/08103_subset_overlap_0_0.jpg,tillering:unknown:08103,tillering:unknown:08103,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08103_subset_overlap_0_1,02_tillering/08103_subset_overlap_0_1.jpg,tillering:unknown:08103,tillering:unknown:08103,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08103_subset_overlap_1_1,02_tillering/08103_subset_overlap_1_1.jpg,tillering:unknown:08103,tillering:unknown:08103,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08114_subset_overlap_0_0,02_tillering/08114_subset_overlap_0_0.jpg,tillering:unknown:08114,tillering:unknown:08114,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08114_subset_overlap_0_1,02_tillering/08114_subset_overlap_0_1.jpg,tillering:unknown:08114,tillering:unknown:08114,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08114_subset_overlap_1_0,02_tillering/08114_subset_overlap_1_0.jpg,tillering:unknown:08114,tillering:unknown:08114,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08114_subset_overlap_1_1,02_tillering/08114_subset_overlap_1_1.jpg,tillering:unknown:08114,tillering:unknown:08114,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08125_subset_overlap_0_0,02_tillering/08125_subset_overlap_0_0.jpg,tillering:unknown:08125,tillering:unknown:08125,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08125_subset_overlap_0_1,02_tillering/08125_subset_overlap_0_1.jpg,tillering:unknown:08125,tillering:unknown:08125,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08125_subset_overlap_1_0,02_tillering/08125_subset_overlap_1_0.jpg,tillering:unknown:08125,tillering:unknown:08125,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08125_subset_overlap_1_1,02_tillering/08125_subset_overlap_1_1.jpg,tillering:unknown:08125,tillering:unknown:08125,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08141_subset_overlap_0_0,02_tillering/08141_subset_overlap_0_0.jpg,tillering:unknown:08141,tillering:unknown:08141,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08141_subset_overlap_0_1,02_tillering/08141_subset_overlap_0_1.jpg,tillering:unknown:08141,tillering:unknown:08141,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08141_subset_overlap_1_0,02_tillering/08141_subset_overlap_1_0.jpg,tillering:unknown:08141,tillering:unknown:08141,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08141_subset_overlap_1_1,02_tillering/08141_subset_overlap_1_1.jpg,tillering:unknown:08141,tillering:unknown:08141,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08152_subset_overlap_0_0,02_tillering/08152_subset_overlap_0_0.jpg,tillering:unknown:08152,tillering:unknown:08152,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08152_subset_overlap_0_1,02_tillering/08152_subset_overlap_0_1.jpg,tillering:unknown:08152,tillering:unknown:08152,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08152_subset_overlap_1_0,02_tillering/08152_subset_overlap_1_0.jpg,tillering:unknown:08152,tillering:unknown:08152,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08152_subset_overlap_1_1,02_tillering/08152_subset_overlap_1_1.jpg,tillering:unknown:08152,tillering:unknown:08152,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08174_subset_overlap_0_0,02_tillering/08174_subset_overlap_0_0.jpg,tillering:unknown:08174,tillering:unknown:08174,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
08174_subset_overlap_0_1,02_tillering/08174_subset_overlap_0_1.jpg,tillering:unknown:08174,tillering:unknown:08174,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
08174_subset_overlap_1_0,02_tillering/08174_subset_overlap_1_0.jpg,tillering:unknown:08174,tillering:unknown:08174,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
08174_subset_overlap_1_1,02_tillering/08174_subset_overlap_1_1.jpg,tillering:unknown:08174,tillering:unknown:08174,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
08185_subset_overlap_0_0,02_tillering/08185_subset_overlap_0_0.jpg,tillering:unknown:08185,tillering:unknown:08185,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08185_subset_overlap_0_1,02_tillering/08185_subset_overlap_0_1.jpg,tillering:unknown:08185,tillering:unknown:08185,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08185_subset_overlap_1_0,02_tillering/08185_subset_overlap_1_0.jpg,tillering:unknown:08185,tillering:unknown:08185,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08185_subset_overlap_1_1,02_tillering/08185_subset_overlap_1_1.jpg,tillering:unknown:08185,tillering:unknown:08185,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08234_subset_overlap_0_0,02_tillering/08234_subset_overlap_0_0.jpg,tillering:unknown:08234,tillering:unknown:08234,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08234_subset_overlap_0_1,02_tillering/08234_subset_overlap_0_1.jpg,tillering:unknown:08234,tillering:unknown:08234,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08234_subset_overlap_1_0,02_tillering/08234_subset_overlap_1_0.jpg,tillering:unknown:08234,tillering:unknown:08234,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08234_subset_overlap_1_1,02_tillering/08234_subset_overlap_1_1.jpg,tillering:unknown:08234,tillering:unknown:08234,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08245_subset_overlap_0_0,02_tillering/08245_subset_overlap_0_0.jpg,tillering:unknown:08245,tillering:unknown:08245,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08245_subset_overlap_0_1,02_tillering/08245_subset_overlap_0_1.jpg,tillering:unknown:08245,tillering:unknown:08245,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08245_subset_overlap_1_0,02_tillering/08245_subset_overlap_1_0.jpg,tillering:unknown:08245,tillering:unknown:08245,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08245_subset_overlap_1_1,02_tillering/08245_subset_overlap_1_1.jpg,tillering:unknown:08245,tillering:unknown:08245,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08261_subset_overlap_0_0,02_tillering/08261_subset_overlap_0_0.jpg,tillering:unknown:08261,tillering:unknown:08261,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08261_subset_overlap_0_1,02_tillering/08261_subset_overlap_0_1.jpg,tillering:unknown:08261,tillering:unknown:08261,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08261_subset_overlap_1_0,02_tillering/08261_subset_overlap_1_0.jpg,tillering:unknown:08261,tillering:unknown:08261,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08261_subset_overlap_1_1,02_tillering/08261_subset_overlap_1_1.jpg,tillering:unknown:08261,tillering:unknown:08261,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08272_subset_overlap_0_0,02_tillering/08272_subset_overlap_0_0.jpg,tillering:unknown:08272,tillering:unknown:08272,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08354_subset_overlap_0_0,02_tillering/08354_subset_overlap_0_0.jpg,tillering:unknown:08354,tillering:unknown:08354,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08354_subset_overlap_0_1,02_tillering/08354_subset_overlap_0_1.jpg,tillering:unknown:08354,tillering:unknown:08354,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08354_subset_overlap_1_0,02_tillering/08354_subset_overlap_1_0.jpg,tillering:unknown:08354,tillering:unknown:08354,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08354_subset_overlap_1_1,02_tillering/08354_subset_overlap_1_1.jpg,tillering:unknown:08354,tillering:unknown:08354,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08365_subset_overlap_0_0,02_tillering/08365_subset_overlap_0_0.jpg,tillering:unknown:08365,tillering:unknown:08365,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08365_subset_overlap_0_1,02_tillering/08365_subset_overlap_0_1.jpg,tillering:unknown:08365,tillering:unknown:08365,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
08641_subset_overlap_1_0,02_tillering/08641_subset_overlap_1_0.jpg,tillering:unknown:08641,tillering:unknown:08641,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08641_subset_overlap_1_1,02_tillering/08641_subset_overlap_1_1.jpg,tillering:unknown:08641,tillering:unknown:08641,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08652_subset_overlap_0_0,02_tillering/08652_subset_overlap_0_0.jpg,tillering:unknown:08652,tillering:unknown:08652,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08652_subset_overlap_0_1,02_tillering/08652_subset_overlap_0_1.jpg,tillering:unknown:08652,tillering:unknown:08652,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08714_subset_overlap_0_0,02_tillering/08714_subset_overlap_0_0.jpg,tillering:unknown:08714,tillering:unknown:08714,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08714_subset_overlap_0_1,02_tillering/08714_subset_overlap_0_1.jpg,tillering:unknown:08714,tillering:unknown:08714,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08725_subset_overlap_0_1,02_tillering/08725_subset_overlap_0_1.jpg,tillering:unknown:08725,tillering:unknown:08725,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08741_subset_overlap_0_0,02_tillering/08741_subset_overlap_0_0.jpg,tillering:unknown:08741,tillering:unknown:08741,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
08741_subset_overlap_1_0,02_tillering/08741_subset_overlap_1_0.jpg,tillering:unknown:08741,tillering:unknown:08741,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
09875_subset_overlap_0_0,02_tillering/09875_subset_overlap_0_0.jpg,tillering:unknown:09875,tillering:unknown:09875,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
09875_subset_overlap_0_1,02_tillering/09875_subset_overlap_0_1.jpg,tillering:unknown:09875,tillering:unknown:09875,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
09875_subset_overlap_1_0,02_tillering/09875_subset_overlap_1_0.jpg,tillering:unknown:09875,tillering:unknown:09875,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
09875_subset_overlap_1_1,02_tillering/09875_subset_overlap_1_1.jpg,tillering:unknown:09875,tillering:unknown:09875,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
09891_subset_overlap_0_0,02_tillering/09891_subset_overlap_0_0.jpg,tillering:unknown:09891,tillering:unknown:09891,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
09891_subset_overlap_0_1,02_tillering/09891_subset_overlap_0_1.jpg,tillering:unknown:09891,tillering:unknown:09891,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
09891_subset_overlap_1_0,02_tillering/09891_subset_overlap_1_0.jpg,tillering:unknown:09891,tillering:unknown:09891,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
09891_subset_overlap_1_1,02_tillering/09891_subset_overlap_1_1.jpg,tillering:unknown:09891,tillering:unknown:09891,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,validation
09902_subset_overlap_0_0,02_tillering/09902_subset_overlap_0_0.jpg,tillering:unknown:09902,tillering:unknown:09902,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
09902_subset_overlap_0_1,02_tillering/09902_subset_overlap_0_1.jpg,tillering:unknown:09902,tillering:unknown:09902,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
09902_subset_overlap_1_0,02_tillering/09902_subset_overlap_1_0.jpg,tillering:unknown:09902,tillering:unknown:09902,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
09902_subset_overlap_1_1,02_tillering/09902_subset_overlap_1_1.jpg,tillering:unknown:09902,tillering:unknown:09902,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,train
09913_subset_overlap_0_0,02_tillering/09913_subset_overlap_0_0.jpg,tillering:unknown:09913,tillering:unknown:09913,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
09913_subset_overlap_0_1,02_tillering/09913_subset_overlap_0_1.jpg,tillering:unknown:09913,tillering:unknown:09913,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
09913_subset_overlap_1_0,02_tillering/09913_subset_overlap_1_0.jpg,tillering:unknown:09913,tillering:unknown:09913,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
09913_subset_overlap_1_1,02_tillering/09913_subset_overlap_1_1.jpg,tillering:unknown:09913,tillering:unknown:09913,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
09924_subset_overlap_0_0,02_tillering/09924_subset_overlap_0_0.jpg,tillering:unknown:09924,tillering:unknown:09924,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
09924_subset_overlap_0_1,02_tillering/09924_subset_overlap_0_1.jpg,tillering:unknown:09924,tillering:unknown:09924,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
09924_subset_overlap_1_0,02_tillering/09924_subset_overlap_1_0.jpg,tillering:unknown:09924,tillering:unknown:09924,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
09924_subset_overlap_1_1,02_tillering/09924_subset_overlap_1_1.jpg,tillering:unknown:09924,tillering:unknown:09924,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
09935_subset_overlap_0_0,02_tillering/09935_subset_overlap_0_0.jpg,tillering:unknown:09935,tillering:unknown:09935,unknown,,unknown,unknown,,20-29,tillering,stage_folder,user_provided,,,tillering,test
